run_id,message_id,device_id,payload_number,send_timestamp_ns,payload_size_bytes,published_by_client
20260618_163926_272485,20260618_163926_272485-002-01,002,1,1781775566376516300,143,1
20260618_163926_272485,20260618_163926_272485-003-01,003,1,1781775566382813300,144,1
20260618_163926_272485,20260618_163926_272485-004-01,004,1,1781775566388953000,144,1
20260618_163926_272485,20260618_163926_272485-005-01,005,1,1781775566394782600,144,1
20260618_163926_272485,20260618_163926_272485-006-01,006,1,1781775566400560300,145,1
20260618_163926_272485,20260618_163926_272485-007-01,007,1,1781775566406521100,144,1
20260618_163926_272485,20260618_163926_272485-008-01,008,1,1781775566412244000,144,1
20260618_163926_272485,20260618_163926_272485-009-01,009,1,1781775566417995900,144,1
20260618_163926_272485,20260618_163926_272485-010-01,010,1,1781775566423841500,142,1
20260618_163926_272485,20260618_163926_272485-011-01,011,1,1781775566429681200,145,1
20260618_163926_272485,20260618_163926_272485-012-01,012,1,1781775566435979700,144,1
20260618_163926_272485,20260618_163926_272485-013-01,013,1,1781775566442139500,143,1
20260618_163926_272485,20260618_163926_272485-014-01,014,1,1781775566448229700,144,1
20260618_163926_272485,20260618_163926_272485-015-01,015,1,1781775566454194700,144,1
20260618_163926_272485,20260618_163926_272485-016-01,016,1,1781775566459900300,145,1
20260618_163926_272485,20260618_163926_272485-017-01,017,1,1781775566465411000,145,1
20260618_163926_272485,20260618_163926_272485-018-01,018,1,1781775566471384800,144,1
20260618_163926_272485,20260618_163926_272485-019-01,019,1,1781775566477131400,144,1
20260618_163926_272485,20260618_163926_272485-020-01,020,1,1781775566482759300,143,1
20260618_163926_272485,20260618_163926_272485-021-01,021,1,1781775566489048200,145,1
20260618_163926_272485,20260618_163926_272485-022-01,022,1,1781775566494690700,140,1
20260618_163926_272485,20260618_163926_272485-023-01,023,1,1781775566500692300,144,1
20260618_163926_272485,20260618_163926_272485-024-01,024,1,1781775566506452600,143,1
20260618_163926_272485,20260618_163926_272485-025-01,025,1,1781775566512301600,145,1
20260618_163926_272485,20260618_163926_272485-026-01,026,1,1781775566518405900,144,1
20260618_163926_272485,20260618_163926_272485-027-01,027,1,1781775566524263600,145,1
20260618_163926_272485,20260618_163926_272485-028-01,028,1,1781775566530129000,145,1
20260618_163926_272485,20260618_163926_272485-029-01,029,1,1781775566536199900,142,1
20260618_163926_272485,20260618_163926_272485-030-01,030,1,1781775566542224000,144,1
20260618_163926_272485,20260618_163926_272485-031-01,031,1,1781775566548248900,143,1
20260618_163926_272485,20260618_163926_272485-032-01,032,1,1781775566554059500,144,1
20260618_163926_272485,20260618_163926_272485-033-01,033,1,1781775566560032600,144,1
20260618_163926_272485,20260618_163926_272485-034-01,034,1,1781775566566110700,144,1
20260618_163926_272485,20260618_163926_272485-035-01,035,1,1781775566572003300,145,1
20260618_163926_272485,20260618_163926_272485-036-01,036,1,1781775566578069900,144,1
20260618_163926_272485,20260618_163926_272485-037-01,037,1,1781775566584124200,143,1
20260618_163926_272485,20260618_163926_272485-038-01,038,1,1781775566589738900,142,1
20260618_163926_272485,20260618_163926_272485-039-01,039,1,1781775566595935900,144,1
20260618_163926_272485,20260618_163926_272485-040-01,040,1,1781775566601957000,144,1
20260618_163926_272485,20260618_163926_272485-041-01,041,1,1781775566607768800,144,1
20260618_163926_272485,20260618_163926_272485-042-01,042,1,1781775566613975100,144,1
20260618_163926_272485,20260618_163926_272485-043-01,043,1,1781775566619601600,145,1
20260618_163926_272485,20260618_163926_272485-044-01,044,1,1781775566625494700,145,1
20260618_163926_272485,20260618_163926_272485-045-01,045,1,1781775566632026800,144,1
20260618_163926_272485,20260618_163926_272485-046-01,046,1,1781775566638052900,145,1
20260618_163926_272485,20260618_163926_272485-047-01,047,1,1781775566644219700,145,1
20260618_163926_272485,20260618_163926_272485-048-01,048,1,1781775566649856800,145,1
20260618_163926_272485,20260618_163926_272485-049-01,049,1,1781775566655688100,145,1
20260618_163926_272485,20260618_163926_272485-050-01,050,1,1781775566661588200,143,1
20260618_163926_272485,20260618_163926_272485-051-01,051,1,1781775566667672900,144,1
20260618_163926_272485,20260618_163926_272485-052-01,052,1,1781775566673570900,144,1
20260618_163926_272485,20260618_163926_272485-053-01,053,1,1781775566679521300,143,1
20260618_163926_272485,20260618_163926_272485-054-01,054,1,1781775566685675800,145,1
20260618_163926_272485,20260618_163926_272485-055-01,055,1,1781775566691304700,144,1
20260618_163926_272485,20260618_163926_272485-056-01,056,1,1781775566697156600,143,1
20260618_163926_272485,20260618_163926_272485-057-01,057,1,1781775566703414000,145,1
20260618_163926_272485,20260618_163926_272485-058-01,058,1,1781775566709298700,144,1
20260618_163926_272485,20260618_163926_272485-059-01,059,1,1781775566715519200,143,1
20260618_163926_272485,20260618_163926_272485-060-01,060,1,1781775566721493200,145,1
20260618_163926_272485,20260618_163926_272485-061-01,061,1,1781775566727177600,145,1
20260618_163926_272485,20260618_163926_272485-062-01,062,1,1781775566732925400,142,1
20260618_163926_272485,20260618_163926_272485-063-01,063,1,1781775566738893900,144,1
20260618_163926_272485,20260618_163926_272485-064-01,064,1,1781775566744450600,142,1
20260618_163926_272485,20260618_163926_272485-065-01,065,1,1781775566750114200,142,1
20260618_163926_272485,20260618_163926_272485-066-01,066,1,1781775566756029900,140,1
20260618_163926_272485,20260618_163926_272485-067-01,067,1,1781775566761900200,145,1
20260618_163926_272485,20260618_163926_272485-068-01,068,1,1781775566768049100,145,1
20260618_163926_272485,20260618_163926_272485-069-01,069,1,1781775566774020300,142,1
20260618_163926_272485,20260618_163926_272485-070-01,070,1,1781775566779822400,145,1
20260618_163926_272485,20260618_163926_272485-071-01,071,1,1781775566786142600,145,1
20260618_163926_272485,20260618_163926_272485-072-01,072,1,1781775566792424000,144,1
20260618_163926_272485,20260618_163926_272485-073-01,073,1,1781775566798477800,143,1
20260618_163926_272485,20260618_163926_272485-074-01,074,1,1781775566804755800,143,1
20260618_163926_272485,20260618_163926_272485-075-01,075,1,1781775566810664600,143,1
20260618_163926_272485,20260618_163926_272485-076-01,076,1,1781775566817029000,143,1
20260618_163926_272485,20260618_163926_272485-077-01,077,1,1781775566823105700,143,1
20260618_163926_272485,20260618_163926_272485-078-01,078,1,1781775566828942200,144,1
20260618_163926_272485,20260618_163926_272485-079-01,079,1,1781775566834886000,142,1
20260618_163926_272485,20260618_163926_272485-080-01,080,1,1781775566840848700,144,1
20260618_163926_272485,20260618_163926_272485-081-01,081,1,1781775566846954800,145,1
20260618_163926_272485,20260618_163926_272485-082-01,082,1,1781775566852652800,144,1
20260618_163926_272485,20260618_163926_272485-083-01,083,1,1781775566858712700,145,1
20260618_163926_272485,20260618_163926_272485-084-01,084,1,1781775566864714800,145,1
20260618_163926_272485,20260618_163926_272485-085-01,085,1,1781775566870457100,144,1
20260618_163926_272485,20260618_163926_272485-086-01,086,1,1781775566876636000,145,1
20260618_163926_272485,20260618_163926_272485-087-01,087,1,1781775566882514000,140,1
20260618_163926_272485,20260618_163926_272485-088-01,088,1,1781775566888573900,144,1
20260618_163926_272485,20260618_163926_272485-089-01,089,1,1781775566894425900,143,1
20260618_163926_272485,20260618_163926_272485-090-01,090,1,1781775566900562500,144,1
20260618_163926_272485,20260618_163926_272485-091-01,091,1,1781775566906838600,144,1
20260618_163926_272485,20260618_163926_272485-092-01,092,1,1781775566912659600,144,1
20260618_163926_272485,20260618_163926_272485-093-01,093,1,1781775566918900600,145,1
20260618_163926_272485,20260618_163926_272485-094-01,094,1,1781775566925366400,143,1
20260618_163926_272485,20260618_163926_272485-095-01,095,1,1781775566931191000,144,1
20260618_163926_272485,20260618_163926_272485-096-01,096,1,1781775566937018900,145,1
20260618_163926_272485,20260618_163926_272485-097-01,097,1,1781775566942976700,144,1
20260618_163926_272485,20260618_163926_272485-098-01,098,1,1781775566948682200,144,1
20260618_163926_272485,20260618_163926_272485-099-01,099,1,1781775566955308400,142,1
20260618_163926_272485,20260618_163926_272485-100-01,100,1,1781775566961155600,143,1
20260618_163926_272485,20260618_163926_272485-101-01,101,1,1781775566966792100,143,1
20260618_163926_272485,20260618_163926_272485-102-01,102,1,1781775566972917400,145,1
20260618_163926_272485,20260618_163926_272485-103-01,103,1,1781775566978395800,144,1
20260618_163926_272485,20260618_163926_272485-104-01,104,1,1781775566984114900,145,1
20260618_163926_272485,20260618_163926_272485-105-01,105,1,1781775566990101000,145,1
20260618_163926_272485,20260618_163926_272485-106-01,106,1,1781775566995790800,144,1
20260618_163926_272485,20260618_163926_272485-107-01,107,1,1781775567001732700,143,1
20260618_163926_272485,20260618_163926_272485-108-01,108,1,1781775567007519400,145,1
20260618_163926_272485,20260618_163926_272485-109-01,109,1,1781775567013869300,143,1
20260618_163926_272485,20260618_163926_272485-110-01,110,1,1781775567020332500,142,1
20260618_163926_272485,20260618_163926_272485-111-01,111,1,1781775567026445400,145,1
20260618_163926_272485,20260618_163926_272485-112-01,112,1,1781775567032391100,143,1
20260618_163926_272485,20260618_163926_272485-113-01,113,1,1781775567038044700,141,1
20260618_163926_272485,20260618_163926_272485-114-01,114,1,1781775567043754200,144,1
20260618_163926_272485,20260618_163926_272485-115-01,115,1,1781775567049439200,144,1
20260618_163926_272485,20260618_163926_272485-116-01,116,1,1781775567055519900,145,1
20260618_163926_272485,20260618_163926_272485-117-01,117,1,1781775567061030800,145,1
20260618_163926_272485,20260618_163926_272485-118-01,118,1,1781775567066588400,144,1
20260618_163926_272485,20260618_163926_272485-119-01,119,1,1781775567072379600,143,1
20260618_163926_272485,20260618_163926_272485-120-01,120,1,1781775567078296100,144,1
20260618_163926_272485,20260618_163926_272485-121-01,121,1,1781775567084353900,144,1
20260618_163926_272485,20260618_163926_272485-122-01,122,1,1781775567090659700,145,1
20260618_163926_272485,20260618_163926_272485-123-01,123,1,1781775567097094900,143,1
20260618_163926_272485,20260618_163926_272485-124-01,124,1,1781775567103037400,145,1
20260618_163926_272485,20260618_163926_272485-125-01,125,1,1781775567109189100,145,1
20260618_163926_272485,20260618_163926_272485-126-01,126,1,1781775567115578200,144,1
20260618_163926_272485,20260618_163926_272485-127-01,127,1,1781775567121497300,144,1
20260618_163926_272485,20260618_163926_272485-128-01,128,1,1781775567127630900,144,1
20260618_163926_272485,20260618_163926_272485-129-01,129,1,1781775567133538400,144,1
20260618_163926_272485,20260618_163926_272485-130-01,130,1,1781775567139686100,145,1
20260618_163926_272485,20260618_163926_272485-131-01,131,1,1781775567145654200,144,1
20260618_163926_272485,20260618_163926_272485-132-01,132,1,1781775567151310200,144,1
20260618_163926_272485,20260618_163926_272485-133-01,133,1,1781775567157626600,144,1
20260618_163926_272485,20260618_163926_272485-134-01,134,1,1781775567163821300,143,1
20260618_163926_272485,20260618_163926_272485-135-01,135,1,1781775567169939300,143,1
20260618_163926_272485,20260618_163926_272485-136-01,136,1,1781775567175784200,145,1
20260618_163926_272485,20260618_163926_272485-137-01,137,1,1781775567181682900,144,1
20260618_163926_272485,20260618_163926_272485-138-01,138,1,1781775567187675900,145,1
20260618_163926_272485,20260618_163926_272485-139-01,139,1,1781775567193701600,143,1
20260618_163926_272485,20260618_163926_272485-140-01,140,1,1781775567199370900,145,1
20260618_163926_272485,20260618_163926_272485-141-01,141,1,1781775567205127800,144,1
20260618_163926_272485,20260618_163926_272485-142-01,142,1,1781775567211255800,143,1
20260618_163926_272485,20260618_163926_272485-143-01,143,1,1781775567217261600,145,1
20260618_163926_272485,20260618_163926_272485-144-01,144,1,1781775567223322900,142,1
20260618_163926_272485,20260618_163926_272485-145-01,145,1,1781775567229114500,141,1
20260618_163926_272485,20260618_163926_272485-146-01,146,1,1781775567234952900,145,1
20260618_163926_272485,20260618_163926_272485-147-01,147,1,1781775567240829700,145,1
20260618_163926_272485,20260618_163926_272485-148-01,148,1,1781775567246790900,145,1
20260618_163926_272485,20260618_163926_272485-149-01,149,1,1781775567253102800,142,1
20260618_163926_272485,20260618_163926_272485-150-01,150,1,1781775567259193000,145,1
20260618_163926_272485,20260618_163926_272485-151-01,151,1,1781775567265488700,144,1
20260618_163926_272485,20260618_163926_272485-152-01,152,1,1781775567271916100,141,1
20260618_163926_272485,20260618_163926_272485-153-01,153,1,1781775567277624900,143,1
20260618_163926_272485,20260618_163926_272485-154-01,154,1,1781775567283250800,144,1
20260618_163926_272485,20260618_163926_272485-155-01,155,1,1781775567288993900,144,1
20260618_163926_272485,20260618_163926_272485-156-01,156,1,1781775567294679100,144,1
20260618_163926_272485,20260618_163926_272485-157-01,157,1,1781775567300514100,145,1
20260618_163926_272485,20260618_163926_272485-158-01,158,1,1781775567306269900,144,1
20260618_163926_272485,20260618_163926_272485-159-01,159,1,1781775567312314400,143,1
20260618_163926_272485,20260618_163926_272485-160-01,160,1,1781775567317974900,144,1
20260618_163926_272485,20260618_163926_272485-161-01,161,1,1781775567323834600,143,1
20260618_163926_272485,20260618_163926_272485-162-01,162,1,1781775567329533100,145,1
20260618_163926_272485,20260618_163926_272485-163-01,163,1,1781775567335597600,143,1
20260618_163926_272485,20260618_163926_272485-164-01,164,1,1781775567341716900,143,1
20260618_163926_272485,20260618_163926_272485-165-01,165,1,1781775567347492600,142,1
20260618_163926_272485,20260618_163926_272485-166-01,166,1,1781775567353541500,145,1
20260618_163926_272485,20260618_163926_272485-167-01,167,1,1781775567359398800,145,1
20260618_163926_272485,20260618_163926_272485-168-01,168,1,1781775567365022600,144,1
20260618_163926_272485,20260618_163926_272485-169-01,169,1,1781775567370849700,144,1
20260618_163926_272485,20260618_163926_272485-170-01,170,1,1781775567376440200,144,1
20260618_163926_272485,20260618_163926_272485-171-01,171,1,1781775567381977400,143,1
20260618_163926_272485,20260618_163926_272485-172-01,172,1,1781775567387837200,144,1
20260618_163926_272485,20260618_163926_272485-173-01,173,1,1781775567393339900,144,1
20260618_163926_272485,20260618_163926_272485-174-01,174,1,1781775567399078500,144,1
20260618_163926_272485,20260618_163926_272485-175-01,175,1,1781775567404774400,143,1
20260618_163926_272485,20260618_163926_272485-176-01,176,1,1781775567410314300,144,1
20260618_163926_272485,20260618_163926_272485-177-01,177,1,1781775567416275100,145,1
20260618_163926_272485,20260618_163926_272485-178-01,178,1,1781775567422115900,144,1
20260618_163926_272485,20260618_163926_272485-179-01,179,1,1781775567427760700,143,1
20260618_163926_272485,20260618_163926_272485-180-01,180,1,1781775567433788300,145,1
20260618_163926_272485,20260618_163926_272485-181-01,181,1,1781775567439934900,144,1
20260618_163926_272485,20260618_163926_272485-182-01,182,1,1781775567445983500,143,1
20260618_163926_272485,20260618_163926_272485-183-01,183,1,1781775567452351600,144,1
20260618_163926_272485,20260618_163926_272485-184-01,184,1,1781775567458376100,145,1
20260618_163926_272485,20260618_163926_272485-185-01,185,1,1781775567464459500,143,1
20260618_163926_272485,20260618_163926_272485-186-01,186,1,1781775567470092700,143,1
20260618_163926_272485,20260618_163926_272485-187-01,187,1,1781775567476169800,144,1
20260618_163926_272485,20260618_163926_272485-188-01,188,1,1781775567481730200,142,1
20260618_163926_272485,20260618_163926_272485-189-01,189,1,1781775567487740500,143,1
20260618_163926_272485,20260618_163926_272485-190-01,190,1,1781775567493657900,145,1
20260618_163926_272485,20260618_163926_272485-191-01,191,1,1781775567499500600,144,1
20260618_163926_272485,20260618_163926_272485-192-01,192,1,1781775567505394500,145,1
20260618_163926_272485,20260618_163926_272485-193-01,193,1,1781775567511205900,145,1
20260618_163926_272485,20260618_163926_272485-194-01,194,1,1781775567516897600,145,1
20260618_163926_272485,20260618_163926_272485-195-01,195,1,1781775567522534100,144,1
20260618_163926_272485,20260618_163926_272485-196-01,196,1,1781775567528483500,144,1
20260618_163926_272485,20260618_163926_272485-197-01,197,1,1781775567534471100,143,1
20260618_163926_272485,20260618_163926_272485-198-01,198,1,1781775567540282000,144,1
20260618_163926_272485,20260618_163926_272485-199-01,199,1,1781775567546196300,144,1
20260618_163926_272485,20260618_163926_272485-200-01,200,1,1781775567553132300,144,1
20260618_163926_272485,20260618_163926_272485-201-01,201,1,1781775567559225700,142,1
20260618_163926_272485,20260618_163926_272485-202-01,202,1,1781775567565126300,141,1
20260618_163926_272485,20260618_163926_272485-203-01,203,1,1781775567571478000,143,1
20260618_163926_272485,20260618_163926_272485-204-01,204,1,1781775567577240700,143,1
20260618_163926_272485,20260618_163926_272485-205-01,205,1,1781775567583184700,144,1
20260618_163926_272485,20260618_163926_272485-206-01,206,1,1781775567590248700,143,1
20260618_163926_272485,20260618_163926_272485-207-01,207,1,1781775567596047400,145,1
20260618_163926_272485,20260618_163926_272485-208-01,208,1,1781775567603221800,145,1
20260618_163926_272485,20260618_163926_272485-209-01,209,1,1781775567609290700,144,1
20260618_163926_272485,20260618_163926_272485-210-01,210,1,1781775567615203800,144,1
20260618_163926_272485,20260618_163926_272485-211-01,211,1,1781775567621594400,144,1
20260618_163926_272485,20260618_163926_272485-212-01,212,1,1781775567627311400,144,1
20260618_163926_272485,20260618_163926_272485-213-01,213,1,1781775567633062700,145,1
20260618_163926_272485,20260618_163926_272485-214-01,214,1,1781775567638809000,145,1
20260618_163926_272485,20260618_163926_272485-215-01,215,1,1781775567644701000,144,1
20260618_163926_272485,20260618_163926_272485-216-01,216,1,1781775567650557300,145,1
20260618_163926_272485,20260618_163926_272485-217-01,217,1,1781775567656562100,145,1
20260618_163926_272485,20260618_163926_272485-218-01,218,1,1781775567662480100,144,1
20260618_163926_272485,20260618_163926_272485-219-01,219,1,1781775567669253900,145,1
20260618_163926_272485,20260618_163926_272485-220-01,220,1,1781775567674984100,145,1
20260618_163926_272485,20260618_163926_272485-221-01,221,1,1781775567680614800,144,1
20260618_163926_272485,20260618_163926_272485-222-01,222,1,1781775567686310100,145,1
20260618_163926_272485,20260618_163926_272485-223-01,223,1,1781775567691899200,145,1
20260618_163926_272485,20260618_163926_272485-224-01,224,1,1781775567697557700,145,1
20260618_163926_272485,20260618_163926_272485-225-01,225,1,1781775567703501600,144,1
20260618_163926_272485,20260618_163926_272485-226-01,226,1,1781775567709232400,144,1
20260618_163926_272485,20260618_163926_272485-227-01,227,1,1781775567714893000,144,1
20260618_163926_272485,20260618_163926_272485-228-01,228,1,1781775567720514100,143,1
20260618_163926_272485,20260618_163926_272485-229-01,229,1,1781775567726171800,145,1
20260618_163926_272485,20260618_163926_272485-230-01,230,1,1781775567732097200,144,1
20260618_163926_272485,20260618_163926_272485-231-01,231,1,1781775567738306400,145,1
20260618_163926_272485,20260618_163926_272485-232-01,232,1,1781775567744270600,145,1
20260618_163926_272485,20260618_163926_272485-233-01,233,1,1781775567750068000,144,1
20260618_163926_272485,20260618_163926_272485-234-01,234,1,1781775567756268600,143,1
20260618_163926_272485,20260618_163926_272485-235-01,235,1,1781775567762101400,145,1
20260618_163926_272485,20260618_163926_272485-236-01,236,1,1781775567768150400,145,1
20260618_163926_272485,20260618_163926_272485-237-01,237,1,1781775567774402900,142,1
20260618_163926_272485,20260618_163926_272485-238-01,238,1,1781775567781290400,144,1
20260618_163926_272485,20260618_163926_272485-239-01,239,1,1781775567787495100,145,1
20260618_163926_272485,20260618_163926_272485-240-01,240,1,1781775567793494200,145,1
20260618_163926_272485,20260618_163926_272485-241-01,241,1,1781775567799498100,145,1
20260618_163926_272485,20260618_163926_272485-242-01,242,1,1781775567805482700,145,1
20260618_163926_272485,20260618_163926_272485-243-01,243,1,1781775567811421100,145,1
20260618_163926_272485,20260618_163926_272485-244-01,244,1,1781775567817459800,143,1
20260618_163926_272485,20260618_163926_272485-245-01,245,1,1781775567823855600,145,1
20260618_163926_272485,20260618_163926_272485-246-01,246,1,1781775567830394100,145,1
20260618_163926_272485,20260618_163926_272485-247-01,247,1,1781775567836172800,144,1
20260618_163926_272485,20260618_163926_272485-248-01,248,1,1781775567842260400,143,1
20260618_163926_272485,20260618_163926_272485-249-01,249,1,1781775567848077100,143,1
20260618_163926_272485,20260618_163926_272485-250-01,250,1,1781775567855348800,144,1
